folio;folio_integrante;resultado_ent1;resultado_ent2;resultado_ent3;resultado_ent4;entidad;desc_ent;municipio;desc_mun;region;edad;sexo;peso_tortilla_maiz;peso_tortilla_trigo;consumo_semejante;ponderador;estrato;estrato_seleccion;upm;grupo
2022_01005017;2022_01005017_07;2;1;0;0;1;01 AGUASCALIENTES;5;005 JESÚS MARÍA;Centro Norte;1;Hombre;27.0;;Igual;31760.3835840282;Urbano ( 2500-99,999 Hab);12;0100500010247;Preescolares
2022_01006006;2022_01006006_05;1;0;0;0;1;01 AGUASCALIENTES;6;006 PABELLÓN DE ARTEAGA;Centro Norte;1;Mujer;27.0;;Igual;23076.4778258838;Urbano ( 2500-99,999 Hab);12;0100600010282;Preescolares
2022_01009011;2022_01009011_06;1;0;0;0;1;01 AGUASCALIENTES;9;009 TEPEZALÁ;Centro Norte;4;Mujer;17.0;;Igual;5298.81320532131;Rural  ( <2500 Hab );11;010090000002A;Preescolares
2022_01009029;2022_01009029_10;1;0;0;0;1;01 AGUASCALIENTES;9;009 TEPEZALÁ;Centro Norte;1;Hombre;31.0;;Igual;4954.33214288786;Rural  ( <2500 Hab );11;010090000002A;Preescolares
2022_02001027;2022_02001027_05;1;0;0;0;2;02 BAJA CALIFORNIA;1;001 ENSENADA;Pacifico-Norte;3;Mujer;32.0;;Menor;23943.8858580942;Metropolitano (100mil y + Hab);23;0200100017377;Preescolares
2022_02002148;2022_02002148_03;1;0;0;0;2;02 BAJA CALIFORNIA;2;002 MEXICALI;Pacifico-Norte;2;Mujer;29.0;;Igual;13002.8344198564;Rural  ( <2500 Hab );21;0200200003511;Preescolares
2022_02002148;2022_02002148_04;1;0;0;0;2;02 BAJA CALIFORNIA;2;002 MEXICALI;Pacifico-Norte;1;Hombre;;;Igual;18270.8622230801;Rural  ( <2500 Hab );21;0200200003511;Preescolares
2022_03001002;2022_03001002_04;1;0;0;0;3;03 BAJA CALIFORNIA SUR;1;001 COMONDÚ;Pacifico-Norte;4;Hombre;35.0;38.0;Igual;7320.31585315493;Rural  ( <2500 Hab );31;0300100002436;Preescolares
2022_03003089;2022_03003089_04;1;0;0;0;3;03 BAJA CALIFORNIA SUR;3;003 LA PAZ;Pacifico-Norte;2;Mujer;0.0;;Menor;6856.84386170235;Metropolitano (100mil y + Hab);33;0300300015420;Preescolares
2022_03003123;2022_03003123_04;1;0;0;0;3;03 BAJA CALIFORNIA SUR;3;003 LA PAZ;Pacifico-Norte;4;Hombre;24.0;;Igual;5185.1707366923;Metropolitano (100mil y + Hab);33;0300300016503;Preescolares
2022_03003134;2022_03003134_04;2;1;0;0;3;03 BAJA CALIFORNIA SUR;3;003 LA PAZ;Pacifico-Norte;4;Mujer;42.0;;Mayor;8691.57330066729;Urbano ( 2500-99,999 Hab);32;0300306840097;Preescolares
2022_03008024;2022_03008024_03;1;0;0;0;3;03 BAJA CALIFORNIA SUR;8;008 LOS CABOS;Pacifico-Norte;2;Mujer;28.0;;Igual;8752.34562316839;Metropolitano (100mil y + Hab);33;0300800013327;Preescolares
2022_03008120;2022_03008120_05;2;1;0;0;3;03 BAJA CALIFORNIA SUR;8;008 LOS CABOS;Pacifico-Norte;3;Hombre;0.0;;Menor;5477.10072550419;Metropolitano (100mil y + Hab);33;0300800542530;Preescolares
2022_04002039;2022_04002039_04;1;0;0;0;4;04 CAMPECHE;2;002 CAMPECHE;Península;3;Mujer;18.0;;Menor;9285.64822657876;Metropolitano (100mil y + Hab);43;0400200011302;Preescolares
2022_04002050;2022_04002050_05;1;0;0;0;4;04 CAMPECHE;2;002 CAMPECHE;Península;3;Hombre;19.0;;Igual;13486.4285519933;Metropolitano (100mil y + Hab);43;0400200011302;Preescolares
2022_04002062;2022_04002062_05;1;0;0;0;4;04 CAMPECHE;2;002 CAMPECHE;Península;3;Hombre;;;Igual;13295.9911783452;Metropolitano (100mil y + Hab);43;0400200011302;Preescolares
2022_04002073;2022_04002073_03;1;0;0;0;4;04 CAMPECHE;2;002 CAMPECHE;Península;2;Mujer;18.0;;Igual;9630.47335966127;Metropolitano (100mil y + Hab);43;0400200011603;Preescolares
2022_04002076;2022_04002076_05;1;0;0;0;4;04 CAMPECHE;2;002 CAMPECHE;Península;2;Mujer;21.0;;Menor;9630.47335966127;Metropolitano (100mil y + Hab);43;0400200011603;Preescolares
2022_04002079;2022_04002079_07;1;0;0;0;4;04 CAMPECHE;2;002 CAMPECHE;Península;1;Mujer;14.0;;Menor;9630.47335966127;Metropolitano (100mil y + Hab);43;0400200011603;Preescolares
2022_04002131;2022_04002131_04;1;0;0;0;4;04 CAMPECHE;2;002 CAMPECHE;Península;4;Hombre;18.0;0.0;Igual;6581.39514038664;Rural  ( <2500 Hab );41;0400200000766;Preescolares
2022_04002136;2022_04002136_03;1;0;0;0;4;04 CAMPECHE;2;002 CAMPECHE;Península;2;Hombre;16.0;;Igual;6581.39514038664;Rural  ( <2500 Hab );41;0400200000766;Preescolares
2022_04008002;2022_04008002_06;1;0;0;0;4;04 CAMPECHE;8;008 TENABO;Península;2;Mujer;19.0;;Igual;4072.47790147845;Urbano ( 2500-99,999 Hab);42;0400800010223;Preescolares
2022_04008013;2022_04008013_05;1;0;0;0;4;04 CAMPECHE;8;008 TENABO;Península;3;Hombre;26.0;;Mayor;4072.47790147845;Urbano ( 2500-99,999 Hab);42;0400800010223;Preescolares
2022_04008017;2022_04008017_04;1;0;0;0;4;04 CAMPECHE;8;008 TENABO;Península;4;Hombre;23.0;0.0;Igual;4072.47790147845;Urbano ( 2500-99,999 Hab);42;0400800010223;Preescolares
2022_05024022;2022_05024022_03;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;24;024 PARRAS;Frontera;4;Hombre;32.0;35.0;Igual;11428.8703964143;Urbano ( 2500-99,999 Hab);52;0502400012088;Preescolares
2022_05024022;2022_05024022_04;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;24;024 PARRAS;Frontera;1;Mujer;32.0;35.0;Igual;13267.2753995683;Urbano ( 2500-99,999 Hab);52;0502400012088;Preescolares
2022_05027032;2022_05027032_08;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;27;027 RAMOS ARIZPE;Frontera;1;Mujer;24.0;;Igual;10861.672550689;Metropolitano (100mil y + Hab);53;0502700011594;Preescolares
2022_05030008;2022_05030008_04;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;30;030 SALTILLO;Frontera;2;Hombre;26.0;;Igual;26565.3946025165;Metropolitano (100mil y + Hab);53;0503000013755;Preescolares
2022_05030066;2022_05030066_05;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;30;030 SALTILLO;Frontera;2;Hombre;26.0;22.0;Mayor;15302.7789023081;Metropolitano (100mil y + Hab);53;0503000014429;Preescolares
2022_05030066;2022_05030066_06;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;30;030 SALTILLO;Frontera;1;Mujer;26.0;22.0;Igual;10653.191882008;Metropolitano (100mil y + Hab);53;0503000014429;Preescolares
2022_05030080;2022_05030080_03;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;30;030 SALTILLO;Frontera;4;Hombre;20.0;24.0;Igual;30989.2985114958;Metropolitano (100mil y + Hab);53;0503000015658;Preescolares
2022_05030080;2022_05030080_04;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;30;030 SALTILLO;Frontera;3;Hombre;20.0;24.0;Igual;30989.2985114958;Metropolitano (100mil y + Hab);53;0503000015658;Preescolares
2022_05038026;2022_05038026_05;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;38;038 ZARAGOZA;Frontera;4;Mujer;22.0;;Igual;12376.370130925;Urbano ( 2500-99,999 Hab);52;0503800010852;Preescolares
2022_05038026;2022_05038026_06;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;38;038 ZARAGOZA;Frontera;1;Mujer;24.0;;Igual;12376.370130925;Urbano ( 2500-99,999 Hab);52;0503800010852;Preescolares
2022_05038030;2022_05038030_05;1;0;0;0;5;05 COAHUILA DE ZARAGOZA;38;038 ZARAGOZA;Frontera;4;Mujer;26.0;26.0;Igual;12376.370130925;Urbano ( 2500-99,999 Hab);52;0503800010852;Preescolares
2022_06003036;2022_06003036_03;1;0;0;0;6;06 COLIMA;3;003 COMALA;Pacífico-Centro;4;Mujer;26.0;;Igual;2709.4693813651;Rural  ( <2500 Hab );61;0600300000029;Preescolares
2022_06007029;2022_06007029_04;1;0;0;0;6;06 COLIMA;7;007 MANZANILLO;Pacífico-Centro;4;Hombre;24.0;;Igual;5619.06832252403;Metropolitano (100mil y + Hab);63;0600700011492;Preescolares
2022_06007029;2022_06007029_05;1;0;0;0;6;06 COLIMA;7;007 MANZANILLO;Pacífico-Centro;1;Hombre;24.0;;Igual;5619.06832252403;Metropolitano (100mil y + Hab);63;0600700011492;Preescolares
2022_06009001;2022_06009001_03;1;0;0;0;6;06 COLIMA;9;009 TECOMÁN;Pacífico-Centro;4;Hombre;26.0;;Igual;8801.05634611913;Urbano ( 2500-99,999 Hab);62;0600900011020;Preescolares
2022_06009022;2022_06009022_03;1;0;0;0;6;06 COLIMA;9;009 TECOMÁN;Pacífico-Centro;4;Hombre;27.0;26.0;Menor;10253.6578789737;Urbano ( 2500-99,999 Hab);62;0600900011020;Preescolares
2022_06009022;2022_06009022_04;1;0;0;0;6;06 COLIMA;9;009 TECOMÁN;Pacífico-Centro;2;Hombre;27.0;;Menor;10253.6578789737;Urbano ( 2500-99,999 Hab);62;0600900011020;Preescolares
2022_06009028;2022_06009028_05;8;8;1;0;6;06 COLIMA;9;009 TECOMÁN;Pacífico-Centro;4;Hombre;2.0;;Igual;9555.43260435791;Urbano ( 2500-99,999 Hab);62;0600900011020;Preescolares
2022_06009033;2022_06009033_06;1;0;0;0;6;06 COLIMA;9;009 TECOMÁN;Pacífico-Centro;1;Hombre;27.0;;Igual;4600.76384654271;Urbano ( 2500-99,999 Hab);62;0600900280126;Preescolares
2022_06009046;2022_06009046_04;1;0;0;0;6;06 COLIMA;9;009 TECOMÁN;Pacífico-Centro;1;Mujer;27.0;;Igual;3867.7377181063;Urbano ( 2500-99,999 Hab);62;0600900280126;Preescolares
2022_06010025;2022_06010025_05;1;0;0;0;6;06 COLIMA;10;010 VILLA DE ÁLVAREZ;Pacífico-Centro;1;Mujer;26.0;;Igual;3847.59111657744;Metropolitano (100mil y + Hab);63;0601000010748;Preescolares
2022_07008014;2022_07008014_04;1;0;0;0;7;07 CHIAPAS;8;008 ANGEL ALBINO CORZO;Península;3;Mujer;24.0;;Igual;20030.9834368835;Rural  ( <2500 Hab );71;0700800000034;Preescolares
2022_07008017;2022_07008017_06;1;0;0;0;7;07 CHIAPAS;8;008 ANGEL ALBINO CORZO;Península;2;Mujer;27.0;;Igual;20030.9834368835;Rural  ( <2500 Hab );71;0700800000034;Preescolares
2022_07008039;2022_07008039_05;2;1;0;0;7;07 CHIAPAS;8;008 ANGEL ALBINO CORZO;Península;1;Mujer;30.0;;Igual;30997.3569054476;Rural  ( <2500 Hab );71;0700800000034;Preescolares
2022_07020017;2022_07020017_05;1;0;0;0;7;07 CHIAPAS;20;020 LA CONCORDIA;Península;4;Mujer;48.0;;Igual;46801.5929972072;Urbano ( 2500-99,999 Hab);72;0702001450433;Preescolares
2022_07022012;2022_07022012_03;1;0;0;0;7;07 CHIAPAS;22;022 CHALCHIHUITÁN;Península;1;Mujer;48.0;;Igual;60502.8369626348;Rural  ( <2500 Hab );71;0702200000014;Preescolares
2022_07022013;2022_07022013_05;1;0;0;0;7;07 CHIAPAS;22;022 CHALCHIHUITÁN;Península;3;Mujer;42.0;;Igual;60502.8369626348;Rural  ( <2500 Hab );71;0702200000014;Preescolares
2022_07039026;2022_07039026_04;1;0;0;0;7;07 CHIAPAS;39;039 HUITIUPÁN;Península;2;Mujer;15.0;;Igual;15606.5494755351;Rural  ( <2500 Hab );71;0703900000045;Preescolares
2022_07039039;2022_07039039_05;2;1;0;0;7;07 CHIAPAS;39;039 HUITIUPÁN;Península;2;Hombre;64.0;;Igual;23848.5702835289;Rural  ( <2500 Hab );71;0703900000045;Preescolares
2022_07052011;2022_07052011_06;1;0;0;0;7;07 CHIAPAS;52;052 LAS MARGARITAS;Península;2;Hombre;0.0;;Igual;23145.7701629859;Rural  ( <2500 Hab );71;0705200000174;Preescolares
2022_07052016;2022_07052016_07;1;0;0;0;7;07 CHIAPAS;52;052 LAS MARGARITAS;Península;1;Mujer;30.0;;Igual;17267.9090592795;Rural  ( <2500 Hab );71;0705200000174;Preescolares
2022_07052018;2022_07052018_06;1;0;0;0;7;07 CHIAPAS;52;052 LAS MARGARITAS;Península;2;Mujer;30.0;;Igual;17267.9090592795;Rural  ( <2500 Hab );71;0705200000174;Preescolares
2022_07052024;2022_07052024_08;1;0;0;0;7;07 CHIAPAS;52;052 LAS MARGARITAS;Península;4;Hombre;26.0;;Igual;26387.3153700871;Rural  ( <2500 Hab );71;0705200000174;Preescolares
2022_07057007;2022_07057007_06;1;0;0;0;7;07 CHIAPAS;57;057 MOTOZINTLA;Península;1;Hombre;20.0;;Igual;22146.302349154;Rural  ( <2500 Hab );71;0705700000062;Preescolares
2022_07057041;2022_07057041_10;1;0;0;0;7;07 CHIAPAS;57;057 MOTOZINTLA;Península;4;Mujer;37.0;;Igual;13002.7731543868;Rural  ( <2500 Hab );71;0705700000062;Preescolares
2022_07057041;2022_07057041_11;1;0;0;0;7;07 CHIAPAS;57;057 MOTOZINTLA;Península;4;Mujer;37.0;;Igual;13002.7731543868;Rural  ( <2500 Hab );71;0705700000062;Preescolares
2022_07058016;2022_07058016_08;1;0;0;0;7;07 CHIAPAS;58;058 NICOLÁS RUÍZ;Península;3;Hombre;24.0;;Mayor;15193.6157597821;Urbano ( 2500-99,999 Hab);72;0705800010036;Preescolares
2022_07058025;2022_07058025_04;1;0;0;0;7;07 CHIAPAS;58;058 NICOLÁS RUÍZ;Península;4;Mujer;32.0;;Igual;37011.1691525032;Urbano ( 2500-99,999 Hab);72;0705800010036;Preescolares
2022_07087001;2022_07087001_03;1;0;0;0;7;07 CHIAPAS;87;087 SUCHIATE;Península;4;Mujer;20.0;;Igual;38667.0848838162;Urbano ( 2500-99,999 Hab);72;0708700140095;Preescolares
2022_07087004;2022_07087004_04;1;0;0;0;7;07 CHIAPAS;87;087 SUCHIATE;Península;1;Mujer;18.0;;Igual;38667.0848838162;Urbano ( 2500-99,999 Hab);72;0708700140095;Preescolares
2022_07087014;2022_07087014_05;1;0;0;0;7;07 CHIAPAS;87;087 SUCHIATE;Península;4;Hombre;36.0;;Igual;24572.0905904112;Urbano ( 2500-99,999 Hab);72;0708700140095;Preescolares
2022_07089004;2022_07089004_05;1;0;0;0;7;07 CHIAPAS;89;089 TAPACHULA;Península;2;Mujer;17.0;;Igual;30927.6546495569;Metropolitano (100mil y + Hab);73;0708900011562;Preescolares
2022_07089010;2022_07089010_06;1;0;0;0;7;07 CHIAPAS;89;089 TAPACHULA;Península;3;Mujer;23.0;;Igual;30503.0697952639;Metropolitano (100mil y + Hab);73;0708900011562;Preescolares
2022_07089030;2022_07089030_09;1;0;0;0;7;07 CHIAPAS;89;089 TAPACHULA;Península;4;Hombre;20.0;0.0;Igual;29454.2589158416;Metropolitano (100mil y + Hab);73;0708900011562;Preescolares
2022_08002005;2022_08002005_06;1;0;0;0;8;08 CHIHUAHUA;2;002 ALDAMA;Frontera;4;Hombre;30.0;32.0;Igual;18681.7915490595;Rural  ( <2500 Hab );81;0800200001705;Preescolares
2022_08002008;2022_08002008_04;1;0;0;0;8;08 CHIHUAHUA;2;002 ALDAMA;Frontera;4;Hombre;28.0;30.0;Menor;18681.7915490595;Rural  ( <2500 Hab );81;0800200001705;Preescolares
2022_08019036;2022_08019036_04;1;0;0;0;8;08 CHIHUAHUA;19;019 CHIHUAHUA;Frontera;4;Mujer;20.0;;Igual;13150.5406484714;Metropolitano (100mil y + Hab);83;0801900013569;Preescolares
2022_08019071;2022_08019071_04;1;0;0;0;8;08 CHIHUAHUA;19;019 CHIHUAHUA;Frontera;4;Hombre;24.0;48.0;Igual;17732.7975078977;Metropolitano (100mil y + Hab);83;0801900015230;Preescolares
2022_08019108;2022_08019108_05;1;0;0;0;8;08 CHIHUAHUA;19;019 CHIHUAHUA;Frontera;1;Mujer;29.0;;Igual;12185.1053763455;Metropolitano (100mil y + Hab);83;0801900018305;Preescolares
2022_08032010;2022_08032010_04;1;0;0;0;8;08 CHIHUAHUA;32;032 HIDALGO DEL PARRAL;Frontera;4;Hombre;30.0;;Igual;25283.743052667;Metropolitano (100mil y + Hab);83;080320001059A;Preescolares
2022_08032010;2022_08032010_05;1;0;0;0;8;08 CHIHUAHUA;32;032 HIDALGO DEL PARRAL;Frontera;2;Hombre;30.0;;Igual;25283.743052667;Metropolitano (100mil y + Hab);83;080320001059A;Preescolares
2022_08037094;2022_08037094_04;1;0;0;0;8;08 CHIHUAHUA;37;037 JUÁREZ;Frontera;2;Hombre;28.0;;Igual;63268.290577622;Metropolitano (100mil y + Hab);83;0803700012906;Preescolares
2022_09002018;2022_09002018_03;1;0;0;0;9;09 CIUDAD DE MÉXICO;2;002 AZCAPOTZALCO;Cd./Edo México;1;Hombre;20.0;27.0;Mayor;60725.8256413741;Metropolitano (100mil y + Hab);93;0900200010858;Preescolares
2022_09005029;2022_09005029_05;1;0;0;0;9;09 CIUDAD DE MÉXICO;5;005 GUSTAVO A. MADERO;Cd./Edo México;3;Mujer;25.0;;Menor;26355.7108866698;Metropolitano (100mil y + Hab);93;0900500012095;Preescolares
2022_09005070;2022_09005070_08;1;0;0;0;9;09 CIUDAD DE MÉXICO;5;005 GUSTAVO A. MADERO;Cd./Edo México;3;Mujer;24.0;;Igual;21838.0789490179;Metropolitano (100mil y + Hab);93;0900500012979;Preescolares
2022_09005070;2022_09005070_09;1;0;0;0;9;09 CIUDAD DE MÉXICO;5;005 GUSTAVO A. MADERO;Cd./Edo México;1;Mujer;28.0;;Mayor;21838.0789490179;Metropolitano (100mil y + Hab);93;0900500012979;Preescolares
2022_09005071;2022_09005071_06;1;0;0;0;9;09 CIUDAD DE MÉXICO;5;005 GUSTAVO A. MADERO;Cd./Edo México;1;Mujer;23.0;;Igual;21838.0789490179;Metropolitano (100mil y + Hab);93;0900500012979;Preescolares
2022_09007036;2022_09007036_05;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;3;Mujer;31.0;;Menor;23516.7970163759;Metropolitano (100mil y + Hab);93;0900700010977;Preescolares
2022_09007150;2022_09007150_03;2;1;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;4;Mujer;18.0;;Igual;33276.3994511675;Metropolitano (100mil y + Hab);93;0900700012901;Preescolares
2022_09007164;2022_09007164_05;1;0;0;0;9;09 CIUDAD DE MÉXICO;7;007 IZTAPALAPA;Cd./Edo México;2;Mujer;27.0;;Igual;28992.9931494357;Metropolitano (100mil y + Hab);93;0900700012901;Preescolares
2022_09010027;2022_09010027_03;1;0;0;0;9;09 CIUDAD DE MÉXICO;10;010 ÁLVARO OBREGÓN;Cd./Edo México;3;Hombre;26.0;25.0;Igual;82407.9698201712;Metropolitano (100mil y + Hab);93;0901000010328;Preescolares
2022_09015012;2022_09015012_06;1;0;0;0;9;09 CIUDAD DE MÉXICO;15;015 CUAUHTÉMOC;Cd./Edo México;2;Mujer;26.0;;Igual;45658.0776365625;Metropolitano (100mil y + Hab);93;0901500010470;Preescolares
2022_09015012;2022_09015012_07;1;0;0;0;9;09 CIUDAD DE MÉXICO;15;015 CUAUHTÉMOC;Cd./Edo México;2;Mujer;;;Igual;45658.0776365625;Metropolitano (100mil y + Hab);93;0901500010470;Preescolares
2022_10005080;2022_10005080_05;1;0;0;0;10;10 DURANGO;5;005 DURANGO;Centro Norte;2;Mujer;24.0;;Igual;16132.5885757948;Metropolitano (100mil y + Hab);103;1000500015622;Preescolares
2022_10007005;2022_10007005_03;2;1;0;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;4;Hombre;24.0;;Igual;15024.3567515355;Metropolitano (100mil y + Hab);103;1000700012181;Preescolares
2022_10007005;2022_10007005_04;1;0;0;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;2;Hombre;24.0;;Igual;15024.3567515355;Metropolitano (100mil y + Hab);103;1000700012181;Preescolares
2022_10007020;2022_10007020_06;1;0;0;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;2;Mujer;22.0;;Igual;15306.867986822;Metropolitano (100mil y + Hab);103;1000700012181;Preescolares
2022_10007035;2022_10007035_06;1;0;0;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;2;Mujer;22.0;;Igual;28001.9752685922;Metropolitano (100mil y + Hab);103;1000700012389;Preescolares
2022_10007037;2022_10007037_03;1;0;0;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;3;Hombre;26.0;40.0;Igual;26634.4257212634;Metropolitano (100mil y + Hab);103;1000700012389;Preescolares
2022_10007037;2022_10007037_04;1;0;0;0;10;10 DURANGO;7;007 GÓMEZ PALACIO;Centro Norte;2;Hombre;26.0;40.0;Igual;26634.4257212634;Metropolitano (100mil y + Hab);103;1000700012389;Preescolares
2022_10008001;2022_10008001_06;1;0;0;0;10;10 DURANGO;8;008 GUADALUPE VICTORIA;Centro Norte;4;Hombre;26.0;40.0;Igual;7330.39578407443;Urbano ( 2500-99,999 Hab);102;1000800010498;Preescolares
2022_10012023;2022_10012023_06;2;1;0;0;10;10 DURANGO;12;012 LERDO;Centro Norte;4;Hombre;27.0;;Igual;10510.4939551067;Urbano ( 2500-99,999 Hab);102;1001200011450;Preescolares
2022_10012023;2022_10012023_07;1;0;0;0;10;10 DURANGO;12;012 LERDO;Centro Norte;2;Hombre;24.0;;Igual;10510.4939551067;Urbano ( 2500-99,999 Hab);102;1001200011450;Preescolares
2022_10012039;2022_10012039_05;1;0;0;0;10;10 DURANGO;12;012 LERDO;Centro Norte;2;Hombre;22.0;;Igual;11784.3505892456;Urbano ( 2500-99,999 Hab);102;1001200281200;Preescolares
2022_10012058;2022_10012058_04;1;0;0;0;10;10 DURANGO;12;012 LERDO;Centro Norte;2;Hombre;;;Igual;12098.5999382921;Urbano ( 2500-99,999 Hab);102;1001200281200;Preescolares
2022_10028011;2022_10028011_06;1;0;0;0;10;10 DURANGO;28;028 SAN JUAN DEL RÍO;Centro Norte;2;Mujer;31.0;;Igual;27303.7810636376;Rural  ( <2500 Hab );101;1002800000255;Preescolares
2022_10028030;2022_10028030_06;1;0;0;0;10;10 DURANGO;28;028 SAN JUAN DEL RÍO;Centro Norte;2;Hombre;25.0;;Igual;16783.01933015;Rural  ( <2500 Hab );101;1002800000255;Preescolares
2022_11001008;2022_11001008_04;1;0;0;0;11;11 GUANAJUATO;1;001 ABASOLO;Centro Norte;3;Mujer;30.0;;Igual;11428.5521742676;Rural  ( <2500 Hab );111;1100100000010;Preescolares
2022_11001023;2022_11001023_04;1;0;0;0;11;11 GUANAJUATO;1;001 ABASOLO;Centro Norte;2;Hombre;35.0;;Igual;14166.1845260198;Rural  ( <2500 Hab );111;1100100000082;Preescolares
2022_11001029;2022_11001029_05;1;0;0;0;11;11 GUANAJUATO;1;001 ABASOLO;Centro Norte;4;Hombre;26.0;;Igual;14166.1845260198;Rural  ( <2500 Hab );111;1100100000082;Preescolares
2022_11001029;2022_11001029_06;1;0;0;0;11;11 GUANAJUATO;1;001 ABASOLO;Centro Norte;1;Mujer;26.0;;Igual;15910.3373406471;Rural  ( <2500 Hab );111;1100100000082;Preescolares
2022_11001044;2022_11001044_05;1;0;0;0;11;11 GUANAJUATO;1;001 ABASOLO;Centro Norte;1;Hombre;32.0;;Igual;27907.487859223;Rural  ( <2500 Hab );111;1100100000010;Preescolares
2022_11003029;2022_11003029_05;1;0;0;0;11;11 GUANAJUATO;3;003 SAN MIGUEL DE ALLENDE;Centro Norte;3;Hombre;999.9;;Igual;8264.86755508049;Urbano ( 2500-99,999 Hab);112;1100300010570;Preescolares
2022_11003038;2022_11003038_05;1;0;0;0;11;11 GUANAJUATO;3;003 SAN MIGUEL DE ALLENDE;Centro Norte;4;Mujer;31.0;;Igual;7017.92847023859;Rural  ( <2500 Hab );111;1100300000053;Preescolares
2022_11003052;2022_11003052_04;1;0;0;0;11;11 GUANAJUATO;3;003 SAN MIGUEL DE ALLENDE;Centro Norte;3;Hombre;23.0;;Igual;6248.59596445014;Rural  ( <2500 Hab );111;1100300000053;Preescolares
2022_11005018;2022_11005018_05;1;0;0;0;11;11 GUANAJUATO;5;005 APASEO EL GRANDE;Centro Norte;2;Mujer;38.0;;Igual;22475.6388287311;Urbano ( 2500-99,999 Hab);112;110050051058A;Preescolares
2022_11005021;2022_11005021_03;1;0;0;0;11;11 GUANAJUATO;5;005 APASEO EL GRANDE;Centro Norte;4;Hombre;24.0;;Igual;24160.9643682112;Urbano ( 2500-99,999 Hab);112;110050051058A;Preescolares
2022_11009017;2022_11009017_03;1;0;0;0;11;11 GUANAJUATO;9;009 COMONFORT;Centro Norte;4;Mujer;;;Mayor;27907.487859223;Urbano ( 2500-99,999 Hab);112;1100900250220;Preescolares
2022_11014028;2022_11014028_06;1;0;0;0;11;11 GUANAJUATO;14;014 DOLORES HIDALGO CUNA DE LA INDEPEN;Centro Norte;4;Mujer;26.0;;Igual;14815.1758941984;Urbano ( 2500-99,999 Hab);112;1101400010288;Preescolares
2022_11015003;2022_11015003_06;1;0;0;0;11;11 GUANAJUATO;15;015 GUANAJUATO;Centro Norte;1;Hombre;26.0;;Igual;10426.7194432815;Urbano ( 2500-99,999 Hab);112;1101500670603;Preescolares
2022_11016027;2022_11016027_03;1;0;0;0;11;11 GUANAJUATO;16;016 HUANÍMARO;Centro Norte;2;Hombre;32.0;;Igual;8338.59213555356;Rural  ( <2500 Hab );111;1101600000013;Preescolares
2022_11016028;2022_11016028_06;1;0;0;0;11;11 GUANAJUATO;16;016 HUANÍMARO;Centro Norte;1;Mujer;24.0;;Igual;9365.24676627234;Rural  ( <2500 Hab );111;1101600000013;Preescolares
2022_11017047;2022_11017047_04;1;0;0;0;11;11 GUANAJUATO;17;017 IRAPUATO;Centro Norte;3;Mujer;23.0;;Igual;11873.4530350943;Metropolitano (100mil y + Hab);113;1101700011199;Preescolares
2022_11017054;2022_11017054_05;1;0;0;0;11;11 GUANAJUATO;17;017 IRAPUATO;Centro Norte;1;Mujer;26.0;;Igual;14929.5199905176;Metropolitano (100mil y + Hab);113;1101700011199;Preescolares
2022_11020098;2022_11020098_07;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;3;Mujer;20.0;;Igual;9179.57851470391;Metropolitano (100mil y + Hab);113;1102000012188;Preescolares
2022_11020182;2022_11020182_10;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;4;Hombre;18.0;;Mayor;14222.3353886914;Metropolitano (100mil y + Hab);113;1102000013400;Preescolares
2022_11020182;2022_11020182_11;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;2;Mujer;18.0;;Menor;11296.5333633275;Metropolitano (100mil y + Hab);113;1102000013400;Preescolares
2022_11020220;2022_11020220_07;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;4;Hombre;22.0;;Igual;9232.12855326505;Metropolitano (100mil y + Hab);113;1102000013792;Preescolares
2022_11020255;2022_11020255_05;1;0;0;0;11;11 GUANAJUATO;20;020 LEÓN;Centro Norte;3;Mujer;32.0;999.9;Menor;11271.9890214191;Metropolitano (100mil y + Hab);113;1102000013913;Preescolares
